TimeStamp,PositionAfterStep,StepTime,SpeedAfterMove,DistanceAfterStep,StepNumber,AxisName
388.8444419044720000,37.8,0.001030053311166,194.422220952236,37.8,189,Y
389.8717737923590000,38,0.001027331887887,194.935886896179,38,190,Y
390.8964057138410000,38.2,0.001024631921482,195.448202856921,38.2,191,Y
391.9183588453080000,38.4,0.001021953131467,195.959179422654,38.4,192,Y
392.9376540877700000,38.6,0.001019295242462,196.468827043885,38.6,193,Y
393.9543120718440000,38.8,0.001016657984074,196.977156035922,38.8,194,Y
394.9683531626300000,39,0.001014041090786,197.484176581315,39,195,Y
395.9797974644670000,39.2,0.001011444301837,197.989898732233,39.2,196,Y
396.9886648255840000,39.4,0.001008867361117,198.494332412792,39.4,197,Y
397.9949748426480000,39.6,0.001006310017064,198.997487421324,39.6,198,Y
398.9987468652000000,39.8,0.001003772022552,199.4993734326,39.8,199,Y
400.0000000000000000,40,0.0010012531348,200,40,200,Y
401.0000000000000000,40.2,0.001,200,40.2,201,Y
402.0000000000000000,40.4,0.001,200,40.4,202,Y
403.0000000000000000,40.6,0.001,200,40.6,203,Y
404.0000000000000000,40.8,0.001,200,40.8,204,Y
405.0000000000000000,41,0.001,200,41,205,Y
406.0000000000000000,41.2,0.001,200,41.2,206,Y
407.0000000000000000,41.4,0.001,200,41.4,207,Y
408.0000000000000000,41.6,0.001,200,41.6,208,Y
409.0000000000000000,41.8,0.001,200,41.8,209,Y
410.0000000000000000,42,0.001,200,42,210,Y
411.0000000000000000,42.2,0.001,200,42.2,211,Y
412.0000000000000000,42.4,0.001,200,42.4,212,Y
413.0000000000000000,42.6,0.001,200,42.6,213,Y
414.0000000000000000,42.8,0.001,200,42.8,214,Y
415.0000000000000000,43,0.001,200,43,215,Y
416.0000000000000000,43.2,0.001,200,43.2,216,Y
417.0000000000000000,43.4,0.001,200,43.4,217,Y
418.0000000000000000,43.6,0.001,200,43.6,218,Y
419.0000000000000000,43.8,0.001,200,43.8,219,Y
420.0000000000000000,44,0.001,200,44,220,Y
421.0000000000000000,44.2,0.001,200,44.2,221,Y
422.0000000000000000,44.4,0.001,200,44.4,222,Y
423.0000000000000000,44.6,0.001,200,44.6,223,Y
424.0000000000000000,44.8,0.001,200,44.8,224,Y
425.0000000000000000,45,0.001,200,45,225,Y
426.0000000000000000,45.2,0.001,200,45.2,226,Y
427.0000000000000000,45.4,0.001,200,45.4,227,Y
428.0000000000000000,45.6,0.001,200,45.6,228,Y
429.0000000000000000,45.8,0.001,200,45.8,229,Y
430.0000000000000000,46,0.001,200,46,230,Y
431.0000000000000000,46.2,0.001,200,46.2,231,Y
432.0000000000000000,46.4,0.001,200,46.4,232,Y
433.0000000000000000,46.6,0.001,200,46.6,233,Y
434.0000000000000000,46.8,0.001,200,46.8,234,Y
435.0000000000000000,47,0.001,200,47,235,Y
436.0000000000000000,47.2,0.001,200,47.2,236,Y
437.0000000000000000,47.4,0.001,200,47.4,237,Y
438.0000000000000000,47.6,0.001,200,47.6,238,Y
439.0000000000000000,47.8,0.001,200,47.8,239,Y
440.0000000000000000,48,0.001,200,48,240,Y
441.0000000000000000,48.2,0.001,200,48.2,241,Y
442.0000000000000000,48.4,0.001,200,48.4,242,Y
443.0000000000000000,48.6,0.001,200,48.6,243,Y
444.0000000000000000,48.8,0.001,200,48.8,244,Y
445.0000000000000000,49,0.001,200,49,245,Y
446.0000000000000000,49.2,0.001,200,49.2,246,Y
447.0000000000000000,49.4,0.001,200,49.4,247,Y
448.0000000000000000,49.6,0.001,200,49.6,248,Y
449.0000000000000000,49.8,0.001,200,49.8,249,Y
450.0000000000000000,50,0.001,200,50,250,Y
451.0012531348000000,50.2,0.0010012531348,200,0.2,-200,Y
452.0050251573520000,50.4,0.001003772022552,199.4993734326,0.4,-199,Y
453.0113351744160000,50.6,0.001006310017064,198.997487421324,0.6,-198,Y
454.0202025355330000,50.8,0.001008867361117,198.494332412792,0.8,-197,Y
455.0316468373700000,51,0.001011444301837,197.989898732233,1,-196,Y
456.0456879281560000,51.2,0.001014041090786,197.484176581315,1.2,-195,Y
457.0623459122300000,51.4,0.001016657984074,196.977156035922,1.4,-194,Y
458.0816411546920000,51.6,0.001019295242462,196.468827043885,1.6,-193,Y
459.1035942861590000,51.8,0.001021953131467,195.959179422654,1.8,-192,Y
460.1282262076410000,52,0.001024631921482,195.448202856921,2,-191,Y
461.1555580955280000,52.2,0.001027331887887,194.935886896179,2.2,-190,Y
462.1856114066940000,52.4,0.001030053311166,194.422220952236,2.4,-189,Y
463.2184078837260000,52.6,0.001032796477032,193.907194296653,2.6,-188,Y
464.2539695602820000,52.8,0.001035561676556,193.390796058137,2.8,-187,Y
465.2923187665730000,53,0.001038349206291,192.873015219859,3,-186,Y
466.3334781349820000,53.2,0.001041159368409,192.353840616713,3.2,-185,Y
467.3774706058200000,53.4,0.001043992470838,191.833260932509,3.4,-184,Y
468.4243194332220000,53.6,0.001046848827402,191.31126469709,3.6,-183,Y
469.4740481911910000,53.8,0.001049728757969,190.787840283389,3.8,-182,Y
470.5266807797940000,54,0.001052632588603,190.262975904404,4,-181,Y
471.5822414315100000,54.2,0.001055560651716,189.736659610103,4.2,-180,Y
472.6407547177360000,54.4,0.001058513286226,189.208879284245,4.4,-179,Y
473.7022455554640000,54.6,0.001061490837728,188.679622641132,4.6,-178,Y
474.7667392141260000,54.8,0.001064493658662,188.148877222268,4.8,-177,Y
475.8342613226060000,55,0.001067522108480,187.616630392937,5,-176,Y
476.9048378764470000,55.2,0.001070576553841,187.082869338697,5.2,-175,Y
477.9784952452340000,55.4,0.001073657368787,186.547581061776,5.4,-174,Y
479.0552601801720000,55.6,0.001076764934938,186.010752377383,5.6,-173,Y
480.1351598218610000,55.8,0.001079899641689,185.472369909914,5.8,-172,Y
481.2182217082840000,56,0.001083061886423,184.932420089069,6,-171,Y
482.3044737829950000,56.2,0.001086252074711,184.390889145858,6.2,-170,Y
483.3939444035330000,56.4,0.001089470620538,183.847763108502,6.4,-169,Y
484.4866623500590000,56.6,0.001092717946526,183.303027798234,6.6,-168,Y
485.5826568342280000,56.8,0.001095994484169,182.756668824971,6.8,-167,Y
486.6819575083010000,57,0.001099300674073,182.208671582886,7,-166,Y
487.7845944745030000,57.2,0.001102636966202,181.65902124585,7.2,-165,Y
488.8905982946440000,57.4,0.001106003820141,181.107702762748,7.4,-164,Y
490.0000000000000000,57.6,0.001109401705356,180.554700852678,7.6,-163,Y
491.1128311014730000,57.8,0.001112831101473,180,7.8,-162,Y
492.2291236000340000,58,0.001116292498561,179.443584449264,8,-161,Y
493.3489099974600000,58.2,0.001119786397426,178.885438199983,8.2,-160,Y
494.4722233073760000,58.4,0.001123313309916,178.32554500127,8.4,-159,Y
495.5990970666130000,58.6,0.001126873759237,177.763888346312,8.6,-158,Y
496.7295653468860000,58.8,0.001130468280273,177.200451466694,8.8,-157,Y
497.8636627668200000,59,0.001134097419934,176.635217326557,9,-156,Y
499.0014245043150000,59.2,0.001137761737495,176.06816861659,9.2,-155,Y
500.1428863092820000,59.4,0.001141461804967,175.499287747842,9.4,-154,Y
501.2880845167460000,59.6,0.001145198207464,174.928556845359,9.6,-153,Y
502.4370560603450000,59.8,0.001148971543599,174.355957741627,9.8,-152,Y
503.5898384862250000,60,0.001152782425880,173.781471969828,10,-151,Y
504.7464699673590000,60.2,0.001156631481134,173.205080756888,10.2,-150,Y
505.9069893182950000,60.4,0.001160519350936,172.626765016321,10.4,-149,Y
507.0714360103550000,60.6,0.001164446692060,172.046505340853,10.6,-148,Y
508.2398501872990000,60.8,0.001168414176944,171.464281994822,10.8,-147,Y
509.4122726814720000,61,0.001172422494173,170.880074906351,11,-146,Y
510.5887450304570000,61.2,0.001176472348985,170.293863659264,11.2,-145,Y
511.7693094942450000,61.4,0.001180564463788,169.705627484771,11.4,-144,Y
512.9540090729460000,61.6,0.001184699578701,169.115345252878,11.6,-143,Y
514.1428875250670000,61.8,0.001188878452121,168.522995463527,11.8,-142,Y
515.3359893863700000,62,0.001193101861303,167.928556237467,12,-141,Y
516.5333599893390000,62.2,0.001197370602969,167.332005306815,12.2,-140,Y
517.7350454832770000,62.4,0.001201685493938,166.733320005331,12.4,-139,Y
518.9410928550630000,62.6,0.001206047371786,166.132477258362,12.6,-138,Y
520.1515499505870000,62.8,0.001210457095524,165.529453572468,12.8,-137,Y
521.3664654969000000,63,0.001214915546313,164.924225024706,13,-136,Y
522.5858891251020000,63.2,0.001219423628202,164.31676725155,13.2,-135,Y
523.8098713939980000,63.4,0.001223982268896,163.707055437449,13.4,-134,Y
525.0384638145620000,63.6,0.001228592420564,163.095064303001,13.6,-133,Y
526.2717188752270000,63.8,0.001233255060665,162.480768092719,13.8,-132,Y
527.5096900680580000,64,0.001237971192831,161.864140562386,14,-131,Y
528.7524319158200000,64.2,0.001242741847762,161.245154965971,14.2,-130,Y
530.0000000000000000,64.4,0.00124756808418,160.62378404209,14.4,-129,Y
531.2524509898150000,64.6,0.001252450989815,160,14.6,-128,Y
532.5098426722490000,64.8,0.001257391682434,159.373774505092,14.8,-127,Y
533.7722339831620000,65,0.001262391310913,158.745078663875,15,-126,Y
535.0396850395280000,65.2,0.001267451056366,158.113883008419,15.2,-125,Y
536.3122571728380000,65.4,0.001272572133310,157.480157480236,15.4,-124,Y
537.5900129637340000,65.6,0.001277755790896,156.843871413581,15.6,-123,Y
538.8730162779190000,65.8,0.001283003314185,156.204993518133,15.8,-122,Y
540.1613323034070000,66,0.001288316025488,155.56349186104,16,-121,Y
541.4550275891700000,66.2,0.001293695285763,154.919333848297,16.2,-120,Y
542.7541700852560000,66.4,0.001299142496086,154.272486205415,16.4,-119,Y
544.0588291844330000,66.6,0.001304659099177,153.622914957372,16.6,-118,Y
